# id	name	description	rgb
35691	Guard Captain	Southern Fortress	A9E89C
35692	Archer Captain	Southern Fortress	A9E89C
35693	General	Southern Fortress	A9E89C
35694	Support Unit Captain	Southern Fortress	A9E89C
35695	Engineering Manager	Southern Fortress	A9E89C
35696	Logistics Officer	Southern Fortress	A9E89C
35697	Supply Box		A9E89C
35698	Detention Camp Warden	Southern Fortress	A9E89C
35699	Doorman		A9E89C
35700	Doorman		A9E89C
35701	Doorman		A9E89C
35702	Rebel Commander	Southern Fortress	A9E89C
35703	Decorated Rebel Soldier	Southern Fortress	A9E89C
35704	Rebel Private	Southern Fortress	A9E89C
35705	Court Guard	Southern Fortress	A9E89C
35706	Guard	Southern Fortress	A9E89C
35707	Main Machine	Control Room	A9E89C
35708	Backup Power Unit	Control Room	A9E89C
35709	Control Unit	Control Room	A9E89C
35710	Power Control Unit	Control Room	A9E89C
35711	Dwarven Gunnery Sergeant		A9E89C
35712	Scout Golem	Control Room	A9E89C
35713	Guard Captain	Guard	A9E89C
35714	Guard	Guard	A9E89C
35715	Guard	Guard	A9E89C
35716	Support Unit Captain	Support Unit	A9E89C
35717	Wizard	Support Unit	A9E89C
35718	Healer	Support Unit	A9E89C
35719	Archer Captain	Archer	A9E89C
35720	Archer	Archer	A9E89C
35721	General	Officer's Barracks	A9E89C
35722	"Minister"	Officer's Barracks	A9E89C
35723	Ballista	Southern Fortress	A9E89C
35724	Mercenary Captain		A9E89C
35725	Mercenary Private		A9E89C
35726	Flagpole		A9E89C
35727	Foreman	Hive Fortress	A9E89C
35728	Suspicious Merchant	Hive Fortress	A9E89C
35729	Guard Captain	Hive Fortress	A9E89C
35730	Archer Captain	Hive Fortress	A9E89C
35731	Support Unit Captain	Hive Fortress	A9E89C
35732	Engineering Manager	Hive Fortress	A9E89C
35733	Logistics Officer	Hive Fortress	A9E89C
35734	Supply Box		A9E89C
35735	Detention Camp Warden	Hive Fortress	A9E89C
35736	Doorman		A9E89C
35737	Doorman		A9E89C
35738	Doorman		A9E89C
35739	Rebel Commander	Hive Fortress	A9E89C
35740	Decorated Rebel Soldier	Hive Fortress	A9E89C
35741	Rebel Private	Hive Fortress	A9E89C
35742	Court Guard	Hive Fortress	A9E89C
35743	Guard	Hive Fortress	A9E89C
35744	Power Control Unit	Control Room	A9E89C
35745	Dwarven Gunnery Sergeant		A9E89C
35746	Guard Captain	Guard	A9E89C
35747	Guard	Guard	A9E89C
35748	Guard	Guard	A9E89C
35749	Support Unit Captain	Support Unit	A9E89C
35750	Wizard	Support Unit	A9E89C
35751	Healer	Support Unit	A9E89C
35752	Archer Captain	Archer	A9E89C
35753	Archer	Archer	A9E89C
35754	Ballista	Hive Fortress	A9E89C
35755	Mercenary Captain		A9E89C
35756	Mercenary Private		A9E89C
35757	Flagpole		A9E89C
35758	Foreman	Valley Fortress	A9E89C
35759	Suspicious Merchant	Valley Fortress	A9E89C
35760	Guard Captain	Valley Fortress	A9E89C
35761	Archer Captain	Valley Fortress	A9E89C
35762	General	Valley Fortress	A9E89C
35763	Support Unit Captain	Valley Fortress	A9E89C
35764	Engineering Manager	Valley Fortress	A9E89C
35765	Logistics Officer	Valley Fortress	A9E89C
35766	Supply Box		A9E89C
35767	Detention Camp Warden	Valley Fortress	A9E89C
35768	Doorman		A9E89C
35769	Doorman		A9E89C
35770	Doorman		A9E89C
35771	Rebel Commander	Valley Fortress	A9E89C
35772	Decorated Rebel Soldier	Valley Fortress	A9E89C
35773	Rebel Private	Valley Fortress	A9E89C
35774	Court Guard	Valley Fortress	A9E89C
35775	Guard	Valley Fortress	A9E89C
35776	Main Machine	Control Room	A9E89C
35777	Backup Power Unit	Control Room	A9E89C
35778	Control Unit	Control Room	A9E89C
35779	Power Control Unit	Control Room	A9E89C
35780	Dwarven Gunnery Sergeant		A9E89C
35781	Scout Golem	Control Room	A9E89C
35782	Guard Captain	Guard	A9E89C
35783	Guard	Guard	A9E89C
35784	Guard	Guard	A9E89C
35785	Support Unit Captain	Support Unit	A9E89C
35786	Wizard	Support Unit	A9E89C
35787	Healer	Support Unit	A9E89C
35788	Archer Captain	Archer	A9E89C
35789	Archer	Archer	A9E89C
35790	General	Officer's Barracks	A9E89C
35791	"Minister"	Officer's Barracks	A9E89C
35792	Ballista	Valley Fortress	A9E89C
35793	Mercenary Captain		A9E89C
35794	Mercenary Private		A9E89C
35795	Flagpole		A9E89C
35796	Foreman	Ivory Fortress	A9E89C
35797	Suspicious Merchant	Ivory Fortress	A9E89C
35798	Guard Captain	Ivory Fortress	A9E89C
35799	Archer Captain	Ivory Fortress	A9E89C
35800	Support Unit Captain	Ivory Fortress	A9E89C
35801	Engineering Manager	Ivory Fortress	A9E89C
35802	Logistics Officer	Ivory Fortress	A9E89C
35803	Supply Box		A9E89C
35804	Detention Camp Warden	Ivory Fortress	A9E89C
35805	Doorman		A9E89C
35806	Doorman		A9E89C
35807	Doorman		A9E89C
35808	Rebel Commander	Ivory Fortress	A9E89C
35809	Decorated Rebel Soldier	Ivory Fortress	A9E89C
35810	Rebel Private	Ivory Fortress	A9E89C
35811	Court Guard	Ivory Fortress	A9E89C
35812	Guard	Ivory Fortress	A9E89C
35813	Power Control Unit	Control Room	A9E89C
35814	Dwarven Gunnery Sergeant		A9E89C
35815	Guard Captain	Guard	A9E89C
35816	Guard	Guard	A9E89C
35817	Guard	Guard	A9E89C
35818	Support Unit Captain	Support Unit	A9E89C
35819	Wizard	Support Unit	A9E89C
35820	Healer	Support Unit	A9E89C
35821	Archer Captain	Archer	A9E89C
35822	Archer	Archer	A9E89C
35823	Ballista	Ivory Fortress	A9E89C
35824	Mercenary Captain		A9E89C
35825	Mercenary Private		A9E89C
35826	Flagpole		A9E89C
35827	Foreman	Narsell Fortress	A9E89C
35828	Suspicious Merchant	Narsell Fortress	A9E89C
35829	Guard Captain	Narsell Fortress	A9E89C
35830	Archer Captain	Narsell Fortress	A9E89C
35831	Support Unit Captain	Narsell Fortress	A9E89C
35832	Engineering Manager	Narsell Fortress	A9E89C
35833	Logistics Officer	Narsell Fortress	A9E89C
35834	Supply Box		A9E89C
35835	Detention Camp Warden	Narsell Fortress	A9E89C
35836	Doorman		A9E89C
35837	Doorman		A9E89C
35838	Doorman		A9E89C
35839	Rebel Commander	Narsell Fortress	A9E89C
35840	Decorated Rebel Soldier	Narsell Fortress	A9E89C
35841	Rebel Private	Narsell Fortress	A9E89C
35842	Court Guard	Narsell Fortress	A9E89C
35843	Guard	Narsell Fortress	A9E89C
35844	Power Control Unit	Control Room	A9E89C
35845	Dwarven Gunnery Sergeant		A9E89C
35846	Guard Captain	Guard	A9E89C
35847	Guard	Guard	A9E89C
35848	Guard	Guard	A9E89C
35849	Support Unit Captain	Support Unit	A9E89C
35850	Wizard	Support Unit	A9E89C
35851	Healer	Support Unit	A9E89C
35852	Archer Captain	Archer	A9E89C
35853	Archer	Archer	A9E89C
35854	Ballista	Narsell Fortress	A9E89C
35855	Mercenary Captain		A9E89C
35856	Mercenary Private		A9E89C
35857	Flagpole		A9E89C
35858	Foreman	Bayou Fortress	A9E89C
35859	Suspicious Merchant	Bayou Fortress	A9E89C
35860	Guard Captain	Bayou Fortress	A9E89C
35861	Archer Captain	Bayou Fortress	A9E89C
35862	General	Bayou Fortress	A9E89C
35863	Support Unit Captain	Bayou Fortress	A9E89C
35864	Engineering Manager	Bayou Fortress	A9E89C
35865	Logistics Officer	Bayou Fortress	A9E89C
35866	Supply Box		A9E89C
35867	Detention Camp Warden	Bayou Fortress	A9E89C
35868	Doorman		A9E89C
35869	Doorman		A9E89C
35870	Doorman		A9E89C
35871	Rebel Commander	Bayou Fortress	A9E89C
35872	Decorated Rebel Soldier	Bayou Fortress	A9E89C
35873	Rebel Private	Bayou Fortress	A9E89C
35874	Court Guard	Bayou Fortress	A9E89C
35875	Guard	Bayou Fortress	A9E89C
35876	Main Machine	Control Room	A9E89C
35877	Backup Power Unit	Control Room	A9E89C
35878	Control Unit	Control Room	A9E89C
35879	Power Control Unit	Control Room	A9E89C
35880	Dwarven Gunnery Sergeant		A9E89C
35881	Scout Golem	Control Room	A9E89C
35882	Guard Captain	Guard	A9E89C
35883	Guard	Guard	A9E89C
35884	Guard	Guard	A9E89C
35885	Support Unit Captain	Support Unit	A9E89C
35886	Wizard	Support Unit	A9E89C
35887	Healer	Support Unit	A9E89C
35888	Archer Captain	Archer	A9E89C
35889	Archer	Archer	A9E89C
35890	General	Officer's Barracks	A9E89C
35891	"Minister"	Officer's Barracks	A9E89C
35892	Ballista	Bayou Fortress	A9E89C
35893	Mercenary Captain		A9E89C
35894	Mercenary Private		A9E89C
35895	Flagpole		A9E89C
35896	Foreman	White Sands Fortress	A9E89C
35897	Suspicious Merchant	White Sands Fortress	A9E89C
35898	Guard Captain	White Sands Fortress	A9E89C
35899	Archer Captain	White Sands Fortress	A9E89C
35900	Support Unit Captain	White Sands Fortress	A9E89C
35901	Engineering Manager	White Sands Fortress	A9E89C
35902	Logistics Officer	White Sands Fortress	A9E89C
35903	Supply Box		A9E89C
35904	Detention Camp Warden	White Sands Fortress	A9E89C
35905	Doorman		A9E89C
35906	Doorman		A9E89C
35907	Doorman		A9E89C
35908	Rebel Commander	White Sands Fortress	A9E89C
35909	Decorated Rebel Soldier	White Sands Fortress	A9E89C
35910	Rebel Private	White Sands Fortress	A9E89C
35911	Court Guard	White Sands Fortress	A9E89C
35912	Guard	White Sands Fortress	A9E89C
35913	Power Control Unit	Control Room	A9E89C
35914	Dwarven Gunnery Sergeant		A9E89C
35915	Guard Captain	Guard	A9E89C
35916	Guard	Guard	A9E89C
35917	Guard	Guard	A9E89C
35918	Support Unit Captain	Support Unit	A9E89C
35919	Wizard	Support Unit	A9E89C
35920	Healer	Support Unit	A9E89C
35921	Archer Captain	Archer	A9E89C
35922	Archer	Archer	A9E89C
35923	Ballista	White Sands Fortress	A9E89C
35924	Mercenary Captain		A9E89C
35925	Mercenary Private		A9E89C
35926	Flagpole		A9E89C
35927	Foreman	Borderland Fortress	A9E89C
35928	Suspicious Merchant	Borderland Fortress	A9E89C
35929	Guard Captain	Borderland Fortress	A9E89C
35930	Archer Captain	Borderland Fortress	A9E89C
35931	General	Borderland Fortress	A9E89C
35932	Support Unit Captain	Borderland Fortress	A9E89C
35933	Engineering Manager	Borderland Fortress	A9E89C
35934	Logistics Officer	Borderland Fortress	A9E89C
35935	Supply Box		A9E89C
35936	Detention Camp Warden	Borderland Fortress	A9E89C
35937	Doorman		A9E89C
35938	Doorman		A9E89C
35939	Doorman		A9E89C
35940	Rebel Commander	Borderland Fortress	A9E89C
35941	Decorated Rebel Soldier	Borderland Fortress	A9E89C
35942	Rebel Private	Borderland Fortress	A9E89C
35943	Court Guard	Borderland Fortress	A9E89C
35944	Guard	Borderland Fortress	A9E89C
35945	Main Machine	Control Room	A9E89C
35946	Backup Power Unit	Control Room	A9E89C
35947	Control Unit	Control Room	A9E89C
35948	Power Control Unit	Control Room	A9E89C
35949	Dwarven Gunnery Sergeant		A9E89C
35950	Scout Golem	Control Room	A9E89C
35951	Guard Captain	Guard	A9E89C
35952	Guard	Guard	A9E89C
35953	Guard	Guard	A9E89C
35954	Support Unit Captain	Support Unit	A9E89C
35955	Wizard	Support Unit	A9E89C
35956	Healer	Support Unit	A9E89C
35957	Archer Captain	Archer	A9E89C
35958	Archer	Archer	A9E89C
35959	General	Officer's Barracks	A9E89C
35960	"Minister"	Officer's Barracks	A9E89C
35961	Ballista	Borderland Fortress	A9E89C
35962	Mercenary Captain		A9E89C
35963	Mercenary Private		A9E89C
35964	Flagpole		A9E89C
35965	Foreman	Swamp Fortress	A9E89C
35966	Suspicious Merchant	Swamp Fortress	A9E89C
35967	Guard Captain	Swamp Fortress	A9E89C
35968	Archer Captain	Swamp Fortress	A9E89C
35969	General	Swamp Fortress	A9E89C
35970	Support Unit Captain	Swamp Fortress	A9E89C
35971	Engineering Manager	Swamp Fortress	A9E89C
35972	Logistics Officer	Swamp Fortress	A9E89C
35973	Supply Box		A9E89C
35974	Detention Camp Warden	Swamp Fortress	A9E89C
35975	Doorman		A9E89C
35976	Doorman		A9E89C
35977	Doorman		A9E89C
35978	Rebel Commander	Swamp Fortress	A9E89C
35979	Decorated Rebel Soldier	Swamp Fortress	A9E89C
35980	Rebel Private	Swamp Fortress	A9E89C
35981	Court Guard	Swamp Fortress	A9E89C
35982	Guard	Swamp Fortress	A9E89C
35983	Main Machine	Control Room	A9E89C
35984	Backup Power Unit	Control Room	A9E89C
35985	Control Unit	Control Room	A9E89C
35986	Power Control Unit	Control Room	A9E89C
35987	Dwarven Gunnery Sergeant		A9E89C
35988	Scout Golem	Control Room	A9E89C
35989	Guard Captain	Guard	A9E89C
35990	Guard	Guard	A9E89C
35991	Guard	Guard	A9E89C
35992	Support Unit Captain	Support Unit	A9E89C
35993	Wizard	Support Unit	A9E89C
35994	Healer	Support Unit	A9E89C
35995	Archer Captain	Archer	A9E89C
35996	Archer	Archer	A9E89C
35997	General	Officer's Barracks	A9E89C
35998	"Minister"	Officer's Barracks	A9E89C
35999	Ballista	Swamp Fortress	A9E89C
36000	Mercenary Captain		A9E89C
36001	Mercenary Private		A9E89C
36002	Flagpole		A9E89C
36003	Foreman	Archaic Fortress	A9E89C
36004	Suspicious Merchant	Archaic Fortress	A9E89C
36005	Guard Captain	Archaic Fortress	A9E89C
36006	Archer Captain	Archaic Fortress	A9E89C
36007	Support Unit Captain	Archaic Fortress	A9E89C
36008	Engineering Manager	Archaic Fortress	A9E89C
36009	Logistics Officer	Archaic Fortress	A9E89C
36010	Supply Box		A9E89C
36011	Detention Camp Warden	Archaic Fortress	A9E89C
36012	Doorman		A9E89C
36013	Doorman		A9E89C
36014	Doorman		A9E89C
36015	Rebel Commander	Archaic Fortress	A9E89C
36016	Decorated Rebel Soldier	Archaic Fortress	A9E89C
36017	Rebel Private	Archaic Fortress	A9E89C
36018	Court Guard	Archaic Fortress	A9E89C
36019	Guard	Archaic Fortress	A9E89C
36020	Power Control Unit	Control Room	A9E89C
36021	Dwarven Gunnery Sergeant		A9E89C
36022	Guard Captain	Guard	A9E89C
36023	Guard	Guard	A9E89C
36024	Guard	Guard	A9E89C
36025	Support Unit Captain	Support Unit	A9E89C
36026	Wizard	Support Unit	A9E89C
36027	Healer	Support Unit	A9E89C
36028	Archer Captain	Archer	A9E89C
36029	Archer	Archer	A9E89C
36030	Ballista	Archaic Fortress	A9E89C
36031	Mercenary Captain		A9E89C
36032	Mercenary Private		A9E89C
36033	Flagpole		A9E89C
36034	Foreman	Floran Fortress	A9E89C
36035	Suspicious Merchant	Floran Fortress	A9E89C
36036	Guard Captain	Floran Fortress	A9E89C
36037	Archer Captain	Floran Fortress	A9E89C
36038	General	Floran Fortress	A9E89C
36039	Support Unit Captain	Floran Fortress	A9E89C
36040	Engineering Manager	Floran Fortress	A9E89C
36041	Logistics Officer	Floran Fortress	A9E89C
36042	Supply Box		A9E89C
36043	Detention Camp Warden	Floran Fortress	A9E89C
36044	Doorman		A9E89C
36045	Doorman		A9E89C
36046	Doorman		A9E89C
36047	Rebel Commander	Floran Fortress	A9E89C
36048	Decorated Rebel Soldier	Floran Fortress	A9E89C
36049	Rebel Private	Floran Fortress	A9E89C
36050	Court Guard	Floran Fortress	A9E89C
36051	Guard	Floran Fortress	A9E89C
36052	Main Machine	Control Room	A9E89C
36053	Backup Power Unit	Control Room	A9E89C
36054	Control Unit	Control Room	A9E89C
36055	Power Control Unit	Control Room	A9E89C
36056	Dwarven Gunnery Sergeant		A9E89C
36057	Scout Golem	Control Room	A9E89C
36058	Guard Captain	Guard	A9E89C
36059	Guard	Guard	A9E89C
36060	Guard	Guard	A9E89C
36061	Support Unit Captain	Support Unit	A9E89C
36062	Wizard	Support Unit	A9E89C
36063	Healer	Support Unit	A9E89C
36064	Archer Captain	Archer	A9E89C
36065	Archer	Archer	A9E89C
36066	General	Officer's Barracks	A9E89C
36067	Minister	Officer's Barracks	A9E89C
36068	Ballista	Floran Fortress	A9E89C
36069	Mercenary Captain		A9E89C
36070	Mercenary Private		A9E89C
36071	Flagpole		A9E89C
36072	Foreman	Cloud Mountain	A9E89C
36073	Suspicious Merchant	Cloud Mountain	A9E89C
36074	Guard Captain	Cloud Mountain	A9E89C
36075	Archer Captain	Cloud Mountain	A9E89C
36076	General	Cloud Mountain	A9E89C
36077	Support Unit Captain	Cloud Mountain	A9E89C
36078	Engineering Manager	Cloud Mountain	A9E89C
36079	Logistics Officer	Cloud Mountain	A9E89C
36080	Supply Box		A9E89C
36081	Detention Camp Warden	Cloud Mountain	A9E89C
36082	Doorman		A9E89C
36083	Doorman		A9E89C
36084	Doorman		A9E89C
36085	Rebel Commander	Cloud Mountain	A9E89C
36086	Decorated Rebel Soldier	Cloud Mountain	A9E89C
36087	Rebel Private	Cloud Mountain	A9E89C
36088	Court Guard	Cloud Mountain	A9E89C
36089	Guard	Cloud Mountain	A9E89C
36090	Main Machine	Control Room	A9E89C
36091	Backup Power Unit	Control Room	A9E89C
36092	Control Unit	Control Room	A9E89C
36093	Power Control Unit	Control Room	A9E89C
36094	Dwarven Gunnery Sergeant		A9E89C
36095	Scout Golem	Control Room	A9E89C
36096	Guard Captain	Guard	A9E89C
36097	Guard	Guard	A9E89C
36098	Guard	Guard	A9E89C
36099	Support Unit Captain	Support Unit	A9E89C
36100	Wizard	Support Unit	A9E89C
36101	Healer	Support Unit	A9E89C
36102	Archer Captain	Archer	A9E89C
36103	Archer	Archer	A9E89C
36104	General	Officer's Barracks	A9E89C
36105	Minister	Officer's Barracks	A9E89C
36106	Ballista	Cloud Mountain	A9E89C
36107	Mercenary Captain		A9E89C
36108	Mercenary Private		A9E89C
36109	Flagpole		A9E89C
36110	Foreman	Tanor Fortress	A9E89C
36111	Suspicious Merchant	Tanor Fortress	A9E89C
36112	Guard Captain	Tanor Fortress	A9E89C
36113	Archer Captain	Tanor Fortress	A9E89C
36114	Support Unit Captain	Tanor Fortress	A9E89C
36115	Engineering Manager	Tanor Fortress	A9E89C
36116	Logistics Officer	Tanor Fortress	A9E89C
36117	Supply Box		A9E89C
36118	Detention Camp Warden	Tanor Fortress	A9E89C
36119	Doorman		A9E89C
36120	Doorman		A9E89C
36121	Doorman		A9E89C
36122	Rebel Commander	Tanor Fortress	A9E89C
36123	Decorated Rebel Soldier	Tanor Fortress	A9E89C
36124	Rebel Private	Tanor Fortress	A9E89C
36125	Court Guard	Tanor Fortress	A9E89C
36126	Guard	Tanor Fortress	A9E89C
36127	Power Control Unit	Control Room	A9E89C
36128	Dwarven Gunnery Sergeant		A9E89C
36129	Guard Captain	Guard	A9E89C
36130	Guard	Guard	A9E89C
36131	Guard	Guard	A9E89C
36132	Support Unit Captain	Support Unit	A9E89C
36133	Wizard	Support Unit	A9E89C
36134	Healer	Support Unit	A9E89C
36135	Archer Captain	Archer	A9E89C
36136	Archer	Archer	A9E89C
36137	Ballista	Tanor Fortress	A9E89C
36138	Mercenary Captain		A9E89C
36139	Mercenary Private		A9E89C
36140	Flagpole		A9E89C
36141	Foreman	Dragonspine Fortress	A9E89C
36142	Suspicious Merchant	Dragonspine Fortress	A9E89C
36143	Guard Captain	Dragonspine Fortress	A9E89C
36144	Archer Captain	Dragonspine Fortress	A9E89C
36145	Support Unit Captain	Dragonspine Fortress	A9E89C
36146	Engineering Manager	Dragonspine Fortress	A9E89C
36147	Logistics Officer	Dragonspine Fortress	A9E89C
36148	Supply Box		A9E89C
36149	Detention Camp Warden	Dragonspine Fortress	A9E89C
36150	Doorman		A9E89C
36151	Doorman		A9E89C
36152	Doorman		A9E89C
36153	Rebel Commander	Dragonspine Fortress	A9E89C
36154	Decorated Rebel Soldier	Dragonspine Fortress	A9E89C
36155	Rebel Private	Dragonspine Fortress	A9E89C
36156	Court Guard	Dragonspine Fortress	A9E89C
36157	Guard	Dragonspine Fortress	A9E89C
36158	Power Control Unit	Control Room	A9E89C
36159	Dwarven Gunnery Sergeant		A9E89C
36160	Guard Captain	Guard	A9E89C
36161	Guard	Guard	A9E89C
36162	Guard	Guard	A9E89C
36163	Support Unit Captain	Support Unit	A9E89C
36164	Wizard	Support Unit	A9E89C
36165	Healer	Support Unit	A9E89C
36166	Archer Captain	Archer	A9E89C
36167	Archer	Archer	A9E89C
36168	Ballista	Dragonspine Fortress	A9E89C
36169	Mercenary Captain		A9E89C
36170	Mercenary Private		A9E89C
36171	Flagpole		A9E89C
36172	Foreman	Antharas' Fortress	A9E89C
36173	Suspicious Merchant	Antharas' Fortress	A9E89C
36174	Guard Captain	Antharas' Fortress	A9E89C
36175	Archer Captain	Antharas' Fortress	A9E89C
36176	General	Antharas' Fortress	A9E89C
36177	Support Unit Captain	Antharas' Fortress	A9E89C
36178	Engineering Manager	Antharas' Fortress	A9E89C
36179	Logistics Officer	Antharas' Fortress	A9E89C
36180	Supply Box		A9E89C
36181	Detention Camp Warden	Antharas' Fortress	A9E89C
36182	Doorman		A9E89C
36183	Doorman		A9E89C
36184	Doorman		A9E89C
36185	Rebel Commander	Antharas' Fortress	A9E89C
36186	Decorated Rebel Soldier	Antharas' Fortress	A9E89C
36187	Rebel Private	Antharas' Fortress	A9E89C
36188	Court Guard	Antharas' Fortress	A9E89C
36189	Guard	Antharas' Fortress	A9E89C
36190	Main Machine	Control Room	A9E89C
36191	Backup Power Unit	Control Room	A9E89C
36192	Control Unit	Control Room	A9E89C
36193	Power Control Unit	Control Room	A9E89C
36194	Dwarven Gunnery Sergeant		A9E89C
36195	Scout Golem	Control Room	A9E89C
36196	Guard Captain	Guard	A9E89C
36197	Guard	Guard	A9E89C
36198	Guard	Guard	A9E89C
36199	Support Unit Captain	Support Unit	A9E89C
36200	Wizard	Support Unit	A9E89C
36201	Healer	Support Unit	A9E89C
36202	Archer Captain	Archer	A9E89C
36203	Archer	Archer	A9E89C
36204	General	Officer's Barracks	A9E89C
36205	Minister	Officer's Barracks	A9E89C
36206	Ballista	Antharas' Fortress	A9E89C
36207	Mercenary Captain		A9E89C
36208	Mercenary Private		A9E89C
36209	Flagpole		A9E89C
36210	Foreman	Western Fortress	A9E89C
36211	Suspicious Merchant	Western Fortress	A9E89C
36212	Guard Captain	Western Fortress	A9E89C
36213	Archer Captain	Western Fortress	A9E89C
36214	General	Western Fortress	A9E89C
36215	Support Unit Captain	Western Fortress	A9E89C
36216	Engineering Manager	Western Fortress	A9E89C
36217	Logistics Officer	Western Fortress	A9E89C
36218	Supply Box		A9E89C
36219	Detention Camp Warden	Western Fortress	A9E89C
36220	Doorman		A9E89C
36221	Doorman		A9E89C
36222	Doorman		A9E89C
36223	Rebel Commander	Western Fortress	A9E89C
36224	Decorated Rebel Soldier	Western Fortress	A9E89C
36225	Rebel Private	Western Fortress	A9E89C
36226	Court Guard	Western Fortress	A9E89C
36227	Guard	Western Fortress	A9E89C
36228	Main Machine	Control Room	A9E89C
36229	Backup Power Unit	Control Room	A9E89C
36230	Control Unit	Control Room	A9E89C
36231	Power Control Unit	Control Room	A9E89C
36232	Dwarven Gunnery Sergeant		A9E89C
36233	Scout Golem	Control Room	A9E89C
36234	Guard Captain	Guard	A9E89C
36235	Guard	Guard	A9E89C
36236	Guard	Guard	A9E89C
36237	Support Unit Captain	Support Unit	A9E89C
36238	Wizard	Support Unit	A9E89C
36239	Healer	Support Unit	A9E89C
36240	Archer Captain	Archer	A9E89C
36241	Archer	Archer	A9E89C
36242	General	Officer's Barracks	A9E89C
36243	"Minister"	Officer's Barracks	A9E89C
36244	Ballista	Western Fortress	A9E89C
36245	Mercenary Captain		A9E89C
36246	Mercenary Private		A9E89C
36247	Flagpole		A9E89C
36248	Foreman	Hunter's Fortress	A9E89C
36249	Suspicious Merchant	Hunter's Fortress	A9E89C
36250	Guard Captain	Hunter's Fortress	A9E89C
36251	Archer Captain	Hunter's Fortress	A9E89C
36252	General	Hunter's Fortress	A9E89C
36253	Support Unit Captain	Hunter's Fortress	A9E89C
36254	Engineering Manager	Hunter's Fortress	A9E89C
36255	Logistics Officer	Hunter's Fortress	A9E89C
36256	Supply Box		A9E89C
36257	Detention Camp Warden	Hunter's Fortress	A9E89C
36258	Doorman		A9E89C
36259	Doorman		A9E89C
36260	Doorman		A9E89C
36261	Rebel Commander	Hunter's Fortress	A9E89C
36262	Decorated Rebel Soldier	Hunter's Fortress	A9E89C
36263	Rebel Private	Hunter's Fortress	A9E89C
36264	Court Guard	Hunter's Fortress	A9E89C
36265	Guard	Hunter's Fortress	A9E89C
36266	Main Machine	Control Room	A9E89C
36267	Backup Power Unit	Control Room	A9E89C
36268	Control Unit	Control Room	A9E89C
36269	Power Control Unit	Control Room	A9E89C
36270	Dwarven Gunnery Sergeant		A9E89C
36271	Scout Golem	Control Room	A9E89C
36272	Guard Captain	Guard	A9E89C
36273	Guard	Guard	A9E89C
36274	Guard	Guard	A9E89C
36275	Support Unit Captain	Support Unit	A9E89C
36276	Wizard	Support Unit	A9E89C
36277	Healer	Support Unit	A9E89C
36278	Archer Captain	Archer	A9E89C
36279	Archer	Archer	A9E89C
36280	General	Officer's Barracks	A9E89C
36281	Minister	Officer's Barracks	A9E89C
36282	Ballista	Hunter's Fortress	A9E89C
36283	Mercenary Captain		A9E89C
36284	Mercenary Private		A9E89C
36285	Flagpole		A9E89C
36286	Foreman	Aaru Fortress	A9E89C
36287	Suspicious Merchant	Aaru Fortress	A9E89C
36288	Guard Captain	Aaru Fortress	A9E89C
36289	Archer Captain	Aaru Fortress	A9E89C
36290	Support Unit Captain	Aaru Fortress	A9E89C
36291	Engineering Manager	Aaru Fortress	A9E89C
36292	Logistics Officer	Aaru Fortress	A9E89C
36293	Supply Box		A9E89C
36294	Detention Camp Warden	Aaru Fortress	A9E89C
36295	Doorman		A9E89C
36296	Doorman		A9E89C
36297	Doorman		A9E89C
36298	Rebel Commander	Aaru Fortress	A9E89C
36299	Decorated Rebel Soldier	Aaru Fortress	A9E89C
36300	Rebel Private	Aaru Fortress	A9E89C
36301	Court Guard	Aaru Fortress	A9E89C
36302	Guard	Aaru Fortress	A9E89C
36303	Power Control Unit	Control Room	A9E89C
36304	Dwarven Gunnery Sergeant		A9E89C
36305	Guard Captain	Guard	A9E89C
36306	Guard	Guard	A9E89C
36307	Guard	Guard	A9E89C
36308	Support Unit Captain	Support Unit	A9E89C
36309	Wizard	Support Unit	A9E89C
36310	Healer	Support Unit	A9E89C
36311	Archer Captain	Archer	A9E89C
36312	Archer	Archer	A9E89C
36313	Ballista	Aaru Fortress	A9E89C
36314	Mercenary Captain		A9E89C
36315	Mercenary Private		A9E89C
36316	Flagpole		A9E89C
36317	Foreman	Demon Fortress	A9E89C
36318	Suspicious Merchant	Demon Fortress	A9E89C
36319	Guard Captain	Demon Fortress	A9E89C
36320	Archer Captain	Demon Fortress	A9E89C
36321	General	Demon Fortress	A9E89C
36322	Support Unit Captain	Demon Fortress	A9E89C
36323	Engineering Manager	Demon Fortress	A9E89C
36324	Logistics Officer	Demon Fortress	A9E89C
36325	Supply Box		A9E89C
36326	Detention Camp Warden	Demon Fortress	A9E89C
36327	Doorman		A9E89C
36328	Doorman		A9E89C
36329	Doorman		A9E89C
36330	Rebel Commander	Demon Fortress	A9E89C
36331	Decorated Rebel Soldier	Demon Fortress	A9E89C
36332	Rebel Private	Demon Fortress	A9E89C
36333	Court Guard	Demon Fortress	A9E89C
36334	Guard	Demon Fortress	A9E89C
36335	Main Machine	Control Room	A9E89C
36336	Backup Power Unit	Control Room	A9E89C
36337	Control Unit	Control Room	A9E89C
36338	Power Control Unit	Control Room	A9E89C
36339	Dwarven Gunnery Sergeant		A9E89C
36340	Scout Golem	Control Room	A9E89C
36341	Guard Captain	Guard	A9E89C
36342	Guard	Guard	A9E89C
36343	Guard	Guard	A9E89C
